filename,psnr,ssim
0001_0.8_0.2.jpg,20.023640306413732,0.9071608407265388
0002_0.8_0.08.jpg,18.69004169980893,0.8392472859752598
0003_0.8_0.2.jpg,20.098008751295943,0.9253278628513769
0004_0.9_0.12.jpg,22.722733501365795,0.9389345851967418
0006_0.85_0.08.jpg,21.03506298800172,0.8709371510382584
0007_0.9_0.16.jpg,23.152262938584585,0.8787715895262029
0009_0.8_0.16.jpg,18.896208768253302,0.8350458964657893
0010_0.95_0.16.jpg,17.934939632145685,0.7798596317099805
0011_0.95_0.16.jpg,23.170384791940105,0.8541570661264775
0014_0.8_0.12.jpg,19.501257957129194,0.90758572432546
0016_0.8_0.08.jpg,17.57902775992329,0.85133862736748
0017_0.9_0.08.jpg,20.203424233334935,0.8972397888477195
0018_0.9_0.2.jpg,23.62793741422714,0.9070611222599759
0019_0.8_0.16.jpg,19.839684904252884,0.8802341231999745
0021_0.8_0.08.jpg,18.02054396581375,0.893858910353201
0022_0.8_0.08.jpg,17.533543556600993,0.8536790812006063
0023_0.85_0.12.jpg,24.174868886895126,0.9024254931473439
0024_0.85_0.08.jpg,22.99810311901858,0.8604746469262556
0025_0.8_0.16.jpg,20.561313463803547,0.8725101361450331
0026_0.95_0.08.jpg,24.94916339833235,0.9193142330496916
0029_0.85_0.08.jpg,20.98572890635606,0.8972746533540548
0030_0.95_0.12.jpg,24.519741703604918,0.9127740264624354
0033_0.85_0.08.jpg,17.7886436336699,0.8808212483251457
0034_0.9_0.16.jpg,25.193349241292722,0.9244449819355639
0036_1_0.08.jpg,20.300084461342355,0.9148227943470658
0039_0.9_0.2.jpg,22.871205550755672,0.8715349607042153
0040_1_0.08.jpg,21.454088685695222,0.910884043085059
0042_0.8_0.2.jpg,18.810268198291812,0.8891081923636702
0045_0.8_0.16.jpg,17.636146549762678,0.906003010555006
0046_0.9_0.16.jpg,22.36800613290306,0.898822143511632
0047_0.9_0.12.jpg,23.11425825753277,0.9081379538251834
0048_0.9_0.2.jpg,20.364144400212933,0.885345929498401
0049_0.85_0.12.jpg,18.647982420159998,0.8832915880171869
0051_0.8_0.2.jpg,20.218887254937528,0.8724076241435333
0051_0.95_0.12.jpg,25.688642638491835,0.9136649843461253
0052_0.9_0.16.jpg,21.76712722781209,0.8819592566443827
0053_0.9_0.12.jpg,22.56288696835997,0.8839191700635302
0054_0.85_0.16.jpg,21.454054500157085,0.8913022947787473
0055_0.85_0.12.jpg,19.39174537105074,0.8737172987026093
0056_0.8_0.16.jpg,19.72094651021198,0.8980826488947566
0057_0.8_0.12.jpg,16.70018924374978,0.9067393562370388
0058_0.8_0.2.jpg,21.078355914933464,0.8644848457980925
0059_0.9_0.12.jpg,23.58367778136158,0.9271046367169952
0060_0.9_0.2.jpg,21.432300921588098,0.8367768864432344
0061_0.8_0.2.jpg,19.79548701106991,0.8841914624949171
0062_0.9_0.2.jpg,15.991927774413393,0.8008036986645474
0063_0.8_0.16.jpg,19.37900278867144,0.839559561676826
0064_0.8_0.2.jpg,18.951115371681073,0.8473224303679722
0065_0.9_0.12.jpg,22.198865098084546,0.8915231336384716
0066_1_0.08.jpg,18.92554427618596,0.9285643093168631
0068_1_0.16.jpg,21.058233775299993,0.8824921930371454
0069_0.9_0.16.jpg,24.05756576925688,0.9273577316516616
0070_0.9_0.12.jpg,22.58083793334088,0.9184341854591284
0071_0.8_0.2.jpg,19.88355295569424,0.8976160446842726
0072_0.9_0.2.jpg,21.893632857741675,0.8733130943067162
0073_0.8_0.16.jpg,19.875602892880888,0.738137203081779
0074_0.8_0.2.jpg,20.62176820842804,0.8043551756663786
0075_0.8_0.2.jpg,18.887543057350538,0.8771885661815082
0076_0.8_0.2.jpg,21.365601431461748,0.866241540270592
0076_1_0.16.jpg,23.877485671999857,0.9027221728230298
0077_0.8_0.2.jpg,20.674040351241377,0.8382784736558312
0079_0.8_0.12.jpg,19.283110959791408,0.8724396980289462
0081_0.8_0.2.jpg,19.77110798489765,0.9205486132276111
0082_0.85_0.16.jpg,21.476630861987598,0.9098807900379615
0083_0.85_0.12.jpg,19.380712344395864,0.9137769335788031
0084_0.95_0.16.jpg,23.167849785467585,0.8762256028161536
0085_0.95_0.08.jpg,23.431431136242992,0.9017304620243717
0086_0.8_0.2.jpg,20.576654553714704,0.8494790925113692
0086_0.95_0.12.jpg,24.488092797008576,0.9029677198387686
0087_0.9_0.16.jpg,21.528291553018594,0.8921685991082161
0088_0.9_0.12.jpg,24.476838660301166,0.8992601943926251
0089_0.9_0.2.jpg,20.90643802235002,0.8775531820289443
0090_0.85_0.12.jpg,19.876264391325044,0.9217170328496773
0091_0.85_0.2.jpg,22.168736449854297,0.9104238202062663
0092_0.85_0.2.jpg,22.192214866896517,0.9029553180397477
0093_0.8_0.08.jpg,16.197834458907572,0.8742276637964664
0094_0.8_0.2.jpg,20.09369999960713,0.8839037939850306
0095_0.8_0.08.jpg,18.458156849961608,0.8796285850954503
0096_0.8_0.2.jpg,18.448809065557704,0.8792120700955022
0097_0.85_0.08.jpg,18.484688202201674,0.9048809465739626
0098_0.85_0.2.jpg,19.342664208374075,0.8500108857806712
0099_0.9_0.16.jpg,23.074559690348547,0.8862485670634971
0100_0.9_0.12.jpg,22.21753162438175,0.912637307982976
